,label,intensity,symmetry
0,0,145.44,148.57156862745097
1,0,118.58,137.1178431372549
2,0,127.6,134.04960784313727
3,0,138.05,151.00196078431372
4,0,146.22,122.50607843137254
5,0,128.07,157.65254901960785
6,0,136.98,156.38372549019607
7,0,131.24,140.53745098039215
8,0,142.95,145.43156862745099
9,0,129.1,141.83509803921567
10,0,128.87,148.0613725490196
11,0,130.61,146.43313725490196
12,0,129.39,122.66039215686274
13,0,137.52,118.1749019607843
14,0,157.8,143.41509803921568
15,0,126.29,119.6335294117647
16,0,131.42,126.70176470588234
17,0,140.28,121.18019607843136
18,0,148.42,149.80705882352942
19,0,137.0,157.32156862745097
20,0,140.16,132.87843137254902
21,0,154.25,151.24666666666667
22,0,126.57,140.3892156862745
23,0,129.64,148.74058823529413
24,0,132.58,132.1456862745098
25,0,127.16,154.5521568627451
26,0,151.5,139.81549019607843
27,0,135.7,138.0370588235294
28,0,145.42,142.12666666666667
29,0,134.8,150.99843137254902
30,0,147.81,139.5219607843137
31,0,136.42,142.73764705882354
32,0,154.39,148.2935294117647
33,0,135.68,118.47411764705882
34,0,136.73,135.25882352941176
35,0,157.16,144.44549019607842
36,0,129.92,145.966862745098
37,0,141.82,160.44607843137254
38,0,147.67,136.48764705882354
39,0,125.41,138.16882352941178
40,0,142.38,133.6343137254902
41,0,155.45,130.2621568627451
42,0,144.83,137.7270588235294
43,0,134.55,132.62372549019608
44,0,136.45,138.4201960784314
45,0,132.77,155.8456862745098
46,0,151.51,129.43
47,0,139.07,140.56156862745098
48,0,123.55,153.0156862745098
49,0,123.52,118.38607843137255
50,0,120.44,137.61
51,0,150.04,126.34058823529412
52,0,123.32,151.91196078431372
53,0,143.07,140.70098039215685
54,0,133.39,127.26215686274509
55,0,118.91,139.43549019607843
56,0,141.2,121.65823529411765
57,0,146.73,146.52235294117645
58,0,142.38,156.72607843137257
59,0,116.39,131.40098039215687
60,0,122.24,150.3992156862745
61,0,151.92,142.97058823529412
62,0,142.05,145.19823529411764
63,0,129.1,156.24392156862746
64,0,122.85,129.7956862745098
65,0,154.11,149.57254901960783
66,0,127.89,120.57333333333332
67,0,145.54,134.98627450980393
68,0,131.93,139.3786274509804
69,0,133.18,137.1956862745098
70,0,138.37,115.10058823529411
71,0,123.71,143.2621568627451
72,0,128.37,150.99882352941177
73,0,141.24,121.67823529411766
74,0,134.16,123.83058823529413
75,0,141.57,116.49000000000001
76,0,133.3,154.5127450980392
77,0,142.23,137.5092156862745
78,0,153.63,145.966862745098
79,0,133.77,118.13529411764705
80,0,123.87,141.25823529411764
81,0,139.81,125.49490196078432
82,0,129.75,131.32470588235293
83,0,125.87,156.4743137254902
84,0,150.4,155.52450980392157
85,0,152.46,153.25549019607843
86,0,123.43,118.30960784313726
87,0,130.94,157.57882352941175
88,0,115.32,142.06392156862745
89,0,143.68,122.21549019607843
90,0,124.24,126.61568627450981
91,0,129.19,135.8892156862745
92,0,114.33,130.89960784313726
93,0,124.26,126.6029411764706
94,0,115.9,144.56941176470588
95,0,136.45,139.70078431372548
96,0,138.25,130.74019607843138
97,0,152.58,147.3362745098039
98,0,121.55,149.9050980392157
99,0,118.08,151.86039215686276
100,0,121.35,123.67588235294117
101,0,128.42,131.77078431372547
102,0,137.62,158.61333333333334
103,0,118.29,126.35019607843137
104,0,127.2,153.48843137254903
105,0,123.92,139.7478431372549
106,0,153.05,129.1750980392157
107,0,138.46,144.81019607843137
108,0,128.62,118.59235294117647
109,0,130.37,151.18627450980392
110,0,129.7,147.30882352941177
111,0,119.6,129.58647058823527
112,0,157.29,134.9850980392157
113,0,145.67,119.75784313725491
114,0,128.22,131.39980392156863
115,0,140.24,148.08607843137256
116,0,132.18,154.45803921568626
117,0,140.8,146.75176470588235
118,0,156.62,134.36313725490197
119,0,121.18,131.05745098039216
120,0,120.43,149.92745098039217
121,0,155.8,147.70549019607842
122,0,134.86,126.08117647058825
123,0,140.1,137.71568627450978
124,0,121.94,135.1405882352941
125,0,150.58,127.8243137254902
126,0,133.38,129.98117647058822
127,0,156.13,133.6178431372549
128,0,140.97,133.06156862745098
129,0,120.81,131.80529411764707
130,0,118.05,129.021568627451
131,0,145.01,133.60921568627452
132,0,134.07,137.7513725490196
133,0,157.07,135.24745098039216
134,0,118.07,134.80490196078432
135,0,151.58,130.03529411764706
136,0,141.22,142.98450980392158
137,0,128.36,157.45333333333332
138,0,122.04,140.1921568627451
139,0,112.88,137.67254901960786
140,0,144.91,122.11627450980393
141,0,128.32,156.75686274509803
142,0,138.22,128.35509803921568
143,0,142.37,147.26333333333332
144,0,122.27,127.52000000000001
145,0,118.69,130.7543137254902
146,0,136.27,147.38392156862744
147,0,120.58,153.64980392156863
148,0,124.72,129.81588235294117
149,0,138.3,149.99686274509804
150,0,148.33,138.18490196078432
151,0,124.49,119.36941176470589
152,0,130.06,153.29627450980394
153,0,148.81,120.7043137254902
154,0,121.41,133.29745098039217
155,0,151.42,132.47019607843137
156,0,158.19,140.76666666666665
157,0,138.42,116.96686274509804
158,0,143.94,154.3035294117647
159,0,131.28,135.10764705882355
160,0,138.98,141.89039215686273
161,0,118.74,135.07784313725492
162,0,150.45,155.1621568627451
163,0,142.6,121.27372549019609
164,0,142.25,126.84333333333333
165,0,142.93,147.03156862745098
166,0,120.62,136.68529411764706
167,0,154.83,130.65333333333334
168,0,150.91,132.96882352941176
169,0,114.95,146.01196078431371
170,0,130.3,134.2323529411765
171,0,151.16,120.31823529411764
172,0,119.26,129.85352941176473
173,0,131.33,135.5870588235294
174,0,140.98,118.16176470588236
175,0,145.06,142.51392156862744
176,0,118.1,139.32529411764705
177,0,114.87,147.9807843137255
178,0,150.49,148.5056862745098
179,0,144.73,153.34549019607843
180,0,121.53,123.38882352941177
181,0,144.42,123.79921568627452
182,0,149.02,143.68941176470588
183,0,131.62,142.77882352941177
184,0,128.05,120.83
185,0,116.05,133.7543137254902
186,0,155.35,126.81372549019608
187,0,131.68,155.51509803921567
188,0,155.06,142.47411764705885
189,0,142.53,128.86333333333334
190,0,137.33,134.7662745098039
191,0,126.8,116.51078431372548
192,0,126.08,121.91294117647058
193,0,142.58,143.70333333333332
194,0,135.75,130.91392156862744
195,0,136.58,154.24803921568628
196,0,125.76,143.0292156862745
197,0,145.64,135.7643137254902
198,0,143.06,122.41372549019607
199,0,128.14,125.65823529411765
200,0,152.58,133.75333333333333
201,0,115.01,144.23823529411766
202,0,144.74,156.25607843137254
203,0,131.06,144.52980392156863
204,0,152.6,148.90450980392157
205,0,147.07,158.5056862745098
206,0,152.7,131.01901960784312
207,0,127.78,132.1964705882353
208,0,137.73,157.56843137254901
209,0,124.33,149.96843137254902
210,0,141.66,153.94588235294117
211,0,129.39,131.06509803921568
212,0,138.25,154.98274509803923
213,0,147.71,132.0913725490196
214,0,144.04,118.08274509803921
215,0,121.99,147.6427450980392
216,0,135.32,144.45627450980393
217,0,137.84,127.84960784313725
218,0,121.03,153.9
219,0,133.45,155.48921568627452
220,0,150.33,150.7943137254902
221,0,141.16,122.41999999999999
222,0,123.73,149.18686274509804
223,0,133.82,148.84274509803922
224,0,156.07,142.23176470588234
225,0,141.04,130.07666666666665
226,0,117.22,148.73058823529414
227,0,158.85,142.301568627451
228,0,133.7,161.008431372549
229,0,137.08,159.71196078431373
230,0,122.81,154.53627450980392
231,0,129.64,144.3372549019608
232,0,140.53,142.57117647058823
233,0,125.74,119.42019607843137
234,0,149.84,150.0741176470588
235,0,120.2,136.42666666666668
236,0,126.51,145.8721568627451
237,0,153.26,136.7
238,0,140.17,143.27549019607844
239,0,122.13,148.4907843137255
240,0,149.95,131.90274509803922
241,0,145.87,123.07352941176471
242,0,125.22,144.63901960784312
243,0,125.87,148.0762745098039
244,0,136.07,138.27117647058822
245,0,124.82,134.60647058823528
246,0,122.82,130.09823529411764
247,0,126.21,130.8407843137255
248,0,128.26,149.17274509803923
249,0,124.44,154.9007843137255
250,0,131.28,143.73470588235296
251,0,125.33,128.0349019607843
252,0,133.28,122.99921568627451
253,0,119.54,154.09117647058824
254,0,135.09,127.99705882352941
255,0,136.38,138.36490196078432
256,0,120.87,136.15235294117645
257,0,112.59,135.72254901960784
258,0,127.23,158.62450980392157
259,0,129.87,150.76176470588234
260,0,154.07,136.8678431372549
261,0,119.6,153.00058823529412
262,0,124.81,154.73686274509805
263,0,126.71,137.33431372549018
264,0,152.07,131.36921568627452
265,0,115.96,137.87411764705882
266,0,146.39,144.37254901960785
267,0,130.3,159.81588235294117
268,0,134.54,145.5156862745098
269,0,117.68,137.0678431372549
270,0,124.2,146.52372549019606
271,0,132.0,117.73117647058824
272,0,119.69,131.2372549019608
273,0,120.99,149.10196078431375
274,0,140.69,141.87019607843138
275,0,139.05,118.53509803921568
276,0,134.0,133.53784313725492
277,0,112.75,135.66098039215686
278,0,134.1,147.0013725490196
279,0,120.08,131.53176470588235
280,0,118.59,140.34019607843135
281,0,148.7,144.3327450980392
282,0,143.27,131.6486274509804
283,0,119.72,149.08529411764704
284,0,136.78,160.48705882352942
285,0,137.07,117.5013725490196
286,0,146.07,121.65490196078431
287,0,119.95,135.74450980392157
288,0,154.02,144.8821568627451
289,0,134.08,149.53627450980392
290,0,143.23,126.34803921568627
291,0,128.39,116.38058823529411
292,0,145.49,148.01372549019607
293,0,131.05,122.02803921568628
294,0,132.65,128.0349019607843
295,0,139.31,149.3456862745098
296,0,120.62,145.3064705882353
297,0,127.29,129.4935294117647
298,0,151.55,149.11137254901962
299,0,146.8,126.08941176470589
300,0,145.41,159.10745098039217
301,0,116.04,135.90490196078431
302,0,117.39,126.99039215686275
303,0,131.08,126.94627450980393
304,0,132.62,129.83470588235295
305,0,138.09,116.96058823529413
306,0,115.88,135.2164705882353
307,0,144.53,147.88588235294117
308,0,139.22,131.19
309,0,151.25,133.14666666666668
310,0,138.03,122.70823529411766
311,0,144.55,130.1486274509804
312,0,123.04,147.0235294117647
313,0,139.36,138.12196078431373
314,0,136.72,133.2150980392157
315,0,127.13,134.34470588235297
316,0,152.16,143.96235294117648
317,0,140.23,131.87
318,0,131.62,144.31098039215686
319,0,143.98,139.1592156862745
320,0,128.98,152.5970588235294
321,0,130.28,148.88450980392156
322,0,132.08,116.50078431372549
323,0,149.38,152.17666666666668
324,0,118.63,151.65098039215687
325,0,119.38,121.8478431372549
326,0,151.32,136.33352941176472
327,0,132.11,157.36019607843136
328,0,124.75,140.31686274509804
329,0,140.06,150.5494117647059
330,0,127.73,127.3135294117647
331,0,152.07,139.36666666666667
332,0,139.5,133.86980392156863
333,0,120.29,140.01294117647058
334,0,150.2,129.63941176470587
335,0,133.07,140.49
336,0,140.29,133.5149019607843
337,0,131.12,130.11313725490197
338,0,127.91,143.49803921568628
339,0,117.74,127.61803921568628
340,0,122.45,139.6343137254902
341,0,153.03,141.8
342,0,148.36,154.44803921568626
343,0,136.16,114.90254901960785
344,0,154.19,139.6264705882353
345,0,130.79,124.82039215686274
346,0,131.85,118.76313725490196
347,0,122.63,137.3764705882353
348,0,122.3,121.76725490196078
349,0,142.28,146.28196078431372
350,0,126.82,117.94078431372549
351,0,137.27,148.1137254901961
352,0,120.8,127.28647058823529
353,0,140.31,145.59176470588235
354,0,126.32,159.38941176470587
355,0,132.42,138.85333333333332
356,0,138.62,152.72529411764705
357,0,126.9,156.71392156862746
358,0,158.41,143.40333333333334
359,0,135.69,127.12509803921569
360,0,142.87,119.52490196078432
361,0,121.39,139.96764705882353
362,0,153.55,130.23137254901962
363,0,130.97,146.8607843137255
364,0,139.68,139.49764705882353
365,0,120.05,152.87274509803922
366,0,143.95,143.0935294117647
367,0,136.2,131.64745098039216
368,0,122.61,147.77254901960785
369,0,136.13,117.83941176470589
370,0,128.21,131.45176470588234
371,0,126.12,127.97490196078431
372,0,137.25,119.46274509803922
373,0,146.13,121.28764705882352
374,0,120.62,143.56274509803922
375,0,135.94,147.8849019607843
376,0,149.71,145.30274509803922
377,0,149.68,146.7358823529412
378,0,124.89,142.6398039215686
379,0,146.76,126.44470588235293
380,0,145.95,141.75941176470587
381,0,137.27,158.76882352941175
382,0,144.3,129.85568627450982
383,0,129.21,154.758431372549
384,0,118.53,134.52313725490194
385,0,128.92,120.29941176470588
386,0,116.49,128.92176470588234
387,0,150.11,123.10039215686274
388,0,124.67,151.47176470588235
389,0,147.34,141.6750980392157
390,0,139.36,154.70215686274508
391,0,129.11,160.25176470588235
392,0,154.56,143.17803921568628
393,0,127.21,156.97215686274512
394,0,120.7,123.7292156862745
395,0,139.29,115.77450980392157
396,0,148.07,150.91274509803924
397,0,128.45,126.17352941176472
398,0,140.53,138.10196078431372
399,0,140.75,135.9456862745098
400,0,130.96,151.0970588235294
401,0,136.64,149.89019607843136
402,0,128.13,138.70235294117646
403,0,136.64,135.67470588235292
404,0,124.2,143.69588235294117
405,0,126.65,154.03607843137254
406,0,133.16,126.47843137254903
407,0,136.18,147.8998039215686
408,0,121.88,149.78627450980392
409,0,131.82,118.24705882352941
410,0,126.04,149.76372549019607
411,0,113.76,143.82960784313724
412,0,120.09,138.7943137254902
413,0,115.72,127.97470588235294
414,0,142.15,143.30627450980393
415,0,131.42,119.72058823529412
416,0,137.51,127.83254901960785
417,0,124.29,125.21470588235294
418,0,136.06,138.7843137254902
419,0,113.51,134.25254901960784
420,0,135.0,119.80627450980393
421,0,150.91,152.95764705882354
422,0,139.95,137.76941176470586
423,0,131.18,136.9770588235294
424,0,114.94,138.1578431372549
425,1,44.7,69.27098039215687
426,1,59.85,83.44745098039215
427,1,48.55,79.04254901960783
428,1,69.44,72.87764705882353
429,1,51.54,84.61607843137256
430,1,46.67,80.40137254901961
431,1,48.1,79.08274509803923
432,1,46.82,78.1370588235294
433,1,56.52,79.01392156862745
434,1,63.15,62.86156862745098
435,1,48.03,77.78862745098039
436,1,47.82,82.16156862745098
437,1,52.23,69.71392156862746
438,1,48.13,72.89078431372549
439,1,60.87,69.73843137254903
440,1,48.83,78.82666666666667
441,1,52.65,72.66745098039216
442,1,53.78,75.52686274509804
443,1,45.94,75.6556862745098
444,1,63.64,73.5078431372549
445,1,51.63,82.08333333333334
446,1,54.95,68.27764705882353
447,1,54.09,74.11352941176472
448,1,58.14,89.25725490196078
449,1,57.15,84.1807843137255
450,1,47.61,65.96843137254902
451,1,57.45,81.79686274509804
452,1,54.8,64.52274509803921
453,1,50.19,82.41431372549019
454,1,66.1,69.51764705882353
455,1,49.49,73.82705882352941
456,1,58.05,87.47529411764705
457,1,60.22,81.57254901960783
458,1,45.92,78.96960784313725
459,1,49.33,63.49627450980392
460,1,66.89,59.523725490196085
461,1,67.91,85.6335294117647
462,1,57.16,85.85294117647058
463,1,46.48,66.30549019607844
464,1,57.45,88.11078431372549
465,1,52.23,70.62823529411764
466,1,44.38,72.14607843137254
467,1,46.81,78.95823529411766
468,1,55.77,74.77254901960785
469,1,50.87,62.19980392156863
470,1,60.11,70.20117647058824
471,1,46.67,65.54725490196078
472,1,62.02,65.85196078431372
473,1,64.5,82.60705882352941
474,1,48.07,80.80470588235295
475,1,51.56,71.55450980392158
476,1,47.55,65.94784313725489
477,1,60.38,72.10921568627451
478,1,45.49,78.61980392156863
479,1,49.19,84.04352941176471
480,1,68.69,64.20686274509804
481,1,53.48,79.62176470588236
482,1,44.64,70.84
483,1,46.15,75.41725490196079
484,1,56.49,80.8
485,1,65.35,72.67431372549021
486,1,52.53,81.90705882352941
487,1,50.52,61.515882352941176
488,1,62.47,70.23529411764706
489,1,57.51,86.9364705882353
490,1,51.19,74.34941176470588
491,1,61.44,85.36176470588235
492,1,57.21,70.49058823529411
493,1,53.19,79.22431372549019
494,1,57.44,71.20313725490196
495,1,65.31,64.64686274509805
496,1,68.73,85.44999999999999
497,1,48.75,82.3029411764706
498,1,51.16,69.12450980392157
499,1,55.03,83.03999999999999
500,1,65.95,74.79764705882353
501,1,68.78,76.4264705882353
502,1,69.49,65.64450980392157
503,1,69.25,60.970588235294116
504,1,55.45,65.3064705882353
505,1,55.71,63.200196078431375
506,1,56.25,81.2327450980392
507,1,54.33,82.02764705882353
508,1,67.25,62.1364705882353
509,1,44.7,72.85529411764705
510,1,49.72,77.46274509803922
511,1,48.62,71.66509803921569
512,1,46.46,69.16176470588235
513,1,51.98,68.01098039215685
514,1,50.57,67.09333333333333
515,1,62.71,64.35372549019608
516,1,49.02,82.02764705882353
517,1,64.49,67.17274509803921
518,1,53.77,87.73686274509804
519,1,65.04,86.75686274509803
520,1,70.11,70.7664705882353
521,1,48.93,80.65156862745098
522,1,51.78,70.01490196078431
523,1,53.27,66.99901960784314
524,1,57.15,64.09882352941176
525,1,46.64,66.69627450980391
526,1,57.24,86.43490196078432
527,1,60.28,85.51686274509804
528,1,50.16,84.93058823529412
529,1,44.25,75.71921568627451
530,1,57.53,76.00588235294117
531,1,54.07,86.39627450980392
532,1,66.31,85.18725490196078
533,1,46.25,72.46254901960785
534,1,65.71,64.79235294117647
535,1,65.24,88.46411764705883
536,1,66.97,62.787647058823524
537,1,51.74,71.5070588235294
538,1,60.95,84.70294117647059
539,1,72.89,77.93274509803922
540,1,55.94,77.39901960784314
541,1,56.31,72.97509803921568
542,1,55.04,62.529607843137256
543,1,52.26,81.08333333333333
544,1,49.82,82.51470588235294
545,1,59.38,69.7143137254902
546,1,54.69,71.95490196078431
547,1,46.23,76.89725490196079
548,1,64.4,68.85039215686274
549,1,59.01,67.71156862745099
550,1,46.2,79.1364705882353
551,1,49.56,64.43627450980392
552,1,53.05,81.00529411764705
553,1,45.66,70.89078431372549
554,1,62.59,81.59470588235294
555,1,52.04,86.65725490196078
556,1,72.13,71.23470588235294
557,1,57.18,64.5692156862745
558,1,59.19,64.95529411764707
559,1,52.53,73.36019607843137
560,1,51.54,73.86607843137256
561,1,47.35,79.04372549019607
562,1,48.92,81.93823529411765
563,1,58.29,74.01098039215685
564,1,56.03,85.62843137254902
565,1,45.47,73.78137254901961
566,1,65.24,85.46137254901961
567,1,64.82,59.525098039215685
568,1,55.22,81.10627450980392
569,1,47.91,81.27529411764706
570,1,47.46,76.20117647058822
571,1,64.79,61.19960784313726
572,1,59.21,65.40686274509804
573,1,50.36,83.83450980392158
574,1,52.92,62.445882352941176
575,1,61.87,62.33313725490196
576,1,68.55,61.37039215686275
577,1,51.07,74.69117647058823
578,1,46.68,77.94117647058823
579,1,57.31,79.35941176470588
580,1,69.5,80.33784313725491
581,1,50.69,65.1986274509804
582,1,50.62,63.370588235294115
583,1,50.18,71.68274509803922
584,1,46.58,76.76901960784313
585,1,52.33,76.4986274509804
586,1,64.94,61.367254901960784
587,1,48.58,63.31392156862745
588,1,45.51,74.3029411764706
589,1,66.05,61.09156862745098
590,1,57.21,58.21137254901961
591,1,59.93,80.37941176470588
592,1,55.81,68.49882352941177
593,1,60.37,79.56372549019608
594,1,50.6,63.20725490196079
595,1,51.72,65.34156862745098
596,1,56.38,87.41627450980393
597,1,48.04,84.05941176470589
598,1,45.74,66.68764705882353
599,1,54.09,67.10490196078432
600,1,65.62,69.56882352941176
601,1,56.32,64.82058823529411
602,1,50.53,79.70470588235294
603,1,50.28,64.55960784313726
604,1,50.75,73.09392156862745
605,1,51.23,68.94039215686274
606,1,55.76,82.90901960784313
607,1,64.83,78.65470588235294
608,1,49.56,77.9872549019608
609,1,66.17,77.15
610,1,57.82,74.10509803921568
611,1,46.09,80.9843137254902
612,1,53.23,65.27509803921569
613,1,63.4,77.0392156862745
614,1,52.45,84.13627450980393
615,1,73.67,68.70470588235294
616,1,46.41,82.00450980392156
617,1,62.46,72.00254901960784
618,1,54.07,85.30529411764707
619,1,44.11,76.18196078431373
620,1,63.72,86.89882352941177
621,1,53.82,84.05921568627451
622,1,50.8,78.43686274509804
623,1,72.35,74.2778431372549
624,1,66.38,85.6421568627451
625,1,71.7,67.47098039215686
626,1,60.65,78.13686274509803
627,1,53.67,75.72156862745098
628,1,50.43,64.25392156862745
629,1,74.56,73.02941176470588
630,1,68.51,65.35588235294118
631,1,53.67,87.91274509803921
632,1,58.67,87.36921568627452
633,1,53.49,83.39941176470589
634,1,50.71,86.35921568627451
635,1,65.43,70.41294117647058
636,1,53.05,86.80549019607844
637,1,56.09,67.1013725490196
638,1,52.33,72.73882352941177
639,1,62.0,77.89450980392157
640,1,58.35,86.89705882352942
641,1,45.4,78.04117647058823
642,1,62.02,76.91372549019607
643,1,62.79,81.59980392156862
644,1,45.37,76.65666666666667
645,1,62.99,72.19666666666666
646,1,55.03,86.0356862745098
647,1,47.54,66.02372549019609
648,1,48.8,76.2121568627451
649,1,72.62,67.23019607843138
650,1,71.84,73.21254901960785
651,1,59.52,76.45784313725491
652,1,61.33,78.62450980392157
653,1,53.04,60.21921568627451
654,1,48.79,64.08823529411765
655,1,44.15,74.56450980392157
656,1,58.04,77.47098039215686
657,1,56.83,86.41980392156863
658,1,49.7,80.3256862745098
659,1,57.03,79.76549019607843
660,1,53.28,76.53274509803921
661,1,44.07,72.93980392156863
662,1,47.37,80.5749019607843
663,1,60.51,86.14058823529412
664,1,52.96,66.9435294117647
665,1,51.84,79.40039215686275
666,1,55.16,70.31294117647059
667,1,59.66,74.82901960784314
668,1,51.33,84.74490196078432
669,1,69.06,82.29039215686274
670,1,58.25,67.9286274509804
671,1,47.13,74.53764705882352
672,1,65.27,72.50098039215686
673,1,67.2,80.98274509803922
674,1,46.83,67.27666666666667
675,1,58.45,85.4307843137255
676,1,64.02,74.38058823529411
677,1,45.91,67.07549019607842
678,1,49.42,74.68549019607843
679,1,51.61,87.12333333333333
680,1,63.86,82.2521568627451
681,1,58.02,71.1643137254902
682,1,60.84,64.73705882352941
683,1,50.82,63.805882352941175
684,1,49.59,73.56274509803922
685,1,67.96,64.25196078431372
686,1,56.53,76.31235294117647
687,1,68.26,67.2413725490196
688,1,45.84,72.37235294117647
689,1,48.53,62.33627450980392
690,1,57.64,76.99921568627451
691,1,46.09,73.27058823529411
692,1,62.36,61.50470588235294
693,1,61.13,73.24058823529411
694,1,54.83,65.64901960784314
695,1,56.82,72.27745098039216
696,1,54.78,80.52882352941177
697,1,45.64,74.65745098039216
698,1,54.35,67.44313725490196
699,1,45.62,66.41921568627451
700,1,46.7,66.1435294117647
701,1,54.15,87.88411764705882
702,1,55.87,84.70274509803922
703,1,44.03,75.1564705882353
704,1,51.34,82.40117647058824
